Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,HouseAge,RemodelAge,TotalBath
1034,20,RL,70,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Stone,295,2,TA,PConc,2,No,986,0,668,1654,GasA,Ex,Y,SBrkr,1654,0,0,1654,1,0,2,0,3,1,2,6,Typ,0,Gd,Attchd,2002,Unf,3,900,5,TA,Y,0,136,0,0,0,0,Not indicated,0,2,2006,WD,Normal,230000,3308,4,4,3.0
1035,30,RL,50,6305,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,Gd,PConc,1,No,0,0,920,920,GasA,Ex,Y,SBrkr,954,0,0,954,0,0,1,0,2,1,1,5,Typ,1,Gd,Basment,1938,Unf,1,240,1,TA,Y,0,0,0,0,0,0,MnPrv,0,6,2007,WD,Normal,119750,1874,69,57,1.0
1036,20,RL,70,11500,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,Gd,Slab,3,Not indicated,0,0,0,0,GasA,Ex,N,SBrkr,845,0,0,845,0,0,1,0,3,1,3,5,Typ,0,Gd,Detchd,1957,Unf,1,290,5,TA,N,186,0,0,0,0,0,Not indicated,0,1,2009,WD,Normal,84000,845,52,52,1.0
1037,20,RL,89,12898,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70,2,TA,PConc,0,Gd,1022,0,598,1620,GasA,Ex,Y,SBrkr,1620,0,0,1620,1,0,2,0,2,1,0,6,Typ,1,Ex,Attchd,2008,Fin,3,912,5,TA,Y,228,0,0,0,0,0,Not indicated,0,9,2009,WD,Normal,315500,3240,2,1,3.0
1038,60,RL,70,9240,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396,2,TA,PConc,2,No,0,0,1055,1055,GasA,Ex,Y,SBrkr,1055,1208,0,2263,0,0,2,1,3,1,2,7,Typ,1,TA,BuiltIn,2001,Fin,2,905,5,TA,Y,0,45,0,0,189,0,Not indicated,0,9,2008,WD,Normal,287000,3318,7,6,2.5
1039,160,RM,21,1533,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,6,1970,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,3,TA,CBlock,4,No,0,0,546,546,GasA,TA,Y,SBrkr,798,546,0,1344,0,0,1,1,3,1,3,6,Typ,1,TA,Not indicated,1978,Not indicated,0,0,3,Not indicated,Y,0,0,0,0,0,0,Not indicated,0,5,2009,WD,Normal,97000,1890,39,1,1.5
1040,180,RM,21,1477,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,3,TA,CBlock,2,Av,509,0,121,630,GasA,TA,Y,SBrkr,630,0,0,630,1,0,1,0,1,1,3,3,Typ,0,Gd,Attchd,1970,Unf,1,286,5,TA,Y,0,0,0,0,0,0,Not indicated,0,4,2009,WD,Normal,80000,1260,39,39,2.0
1041,20,RL,88,13125,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67,3,TA,CBlock,4,No,168,682,284,1134,GasA,Ex,Y,SBrkr,1803,0,0,1803,1,0,2,0,3,1,3,8,Maj1,1,TA,Attchd,1957,RFn,2,484,5,TA,Y,0,0,0,0,0,0,GdPrv,0,1,2006,WD,Normal,155000,2937,49,6,3.0
1042,60,RL,70,9130,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252,3,TA,CBlock,4,No,400,64,336,800,GasA,Gd,Y,SBrkr,800,832,0,1632,0,1,1,1,4,1,2,7,Typ,0,Gd,Attchd,1966,Unf,2,484,5,TA,Y,0,40,0,0,0,0,Not indicated,0,7,2008,WD,Normal,173000,2432,42,8,2.0
1043,120,RL,34,5381,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135,2,TA,PConc,2,Av,900,0,406,1306,GasA,Ex,Y,SBrkr,1306,0,0,1306,1,0,2,0,1,1,2,5,Typ,1,Gd,Attchd,2005,RFn,2,624,5,TA,Y,170,63,0,0,0,0,Not indicated,0,8,2009,WD,Normal,196000,2612,4,4,3.0
1044,60,RL,86,11839,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,3,TA,PConc,2,No,1085,0,390,1475,GasA,Ex,Y,SBrkr,1532,797,0,2329,1,0,2,1,4,1,2,10,Typ,1,Ex,Attchd,1990,Unf,2,514,5,TA,Y,192,121,0,0,0,0,Not indicated,0,5,2008,WD,Normal,262280,3804,18,18,3.5
1045,20,RL,80,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,BrkFace,0,2,TA,PConc,2,No,1104,0,1420,2524,GasA,TA,Y,SBrkr,2524,0,0,2524,1,0,2,1,4,1,2,9,Typ,1,Gd,Attchd,1981,Fin,2,542,5,TA,Y,474,120,0,0,0,0,MnPrv,0,7,2009,WD,Normal,278000,5048,28,28,3.5
1046,20,RL,70,13680,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,BrkFace,0,3,TA,Slab,3,Not indicated,0,0,0,0,GasA,Ex,Y,FuseA,1733,0,0,1733,0,0,2,0,4,1,3,8,Min2,1,Gd,Attchd,1955,Unf,2,452,5,TA,Y,0,0,0,0,0,0,Not indicated,0,6,2009,WD,Normal,139600,1733,54,54,2.0
1047,60,RL,85,16056,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208,2,TA,PConc,0,Av,240,0,1752,1992,GasA,Ex,Y,SBrkr,1992,876,0,2868,0,0,3,1,4,1,0,11,Typ,1,Gd,BuiltIn,2005,Fin,3,716,5,TA,Y,214,108,0,0,0,0,Not indicated,0,7,2006,New,Partial,556581,4860,1,0,3.5
1048,20,RL,57,9245,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,TA,PConc,2,No,686,0,304,990,GasA,Ex,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,3,5,Typ,0,Gd,Detchd,1996,Unf,2,672,5,TA,Y,0,0,0,0,0,0,Not indicated,0,2,2008,WD,Normal,145000,1980,14,13,1.5
1049,20,RL,100,21750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75,3,Fa,Slab,3,Not indicated,0,0,0,0,GasA,TA,Y,SBrkr,1771,0,0,1771,0,0,1,0,3,1,3,9,Min1,1,TA,Attchd,1960,Unf,2,336,5,TA,Y,0,0,0,0,0,0,GdPrv,0,11,2009,WD,Normal,115000,1771,49,3,1.0
1050,20,RL,60,11100,Pave,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,CBlock,3,Not indicated,0,0,0,0,GasA,Ex,Y,SBrkr,930,0,0,930,0,0,1,0,2,1,2,6,Typ,0,Gd,Detchd,1946,Unf,1,308,5,TA,Y,0,0,0,0,0,0,Not indicated,0,4,2010,WD,Abnorml,84900,930,64,4,1.0
1051,20,RL,73,8993,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,2,Av,0,0,1302,1302,GasA,Ex,Y,SBrkr,1302,0,0,1302,0,0,2,0,3,1,2,6,Typ,0,Gd,Attchd,2007,Fin,2,436,5,TA,Y,0,22,0,0,0,0,Not indicated,0,8,2007,New,Partial,176485,2604,0,0,2.0
1052,20,RL,103,11175,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,2,Av,0,0,1316,1316,GasA,Ex,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,2,6,Typ,1,Gd,Attchd,2007,Fin,2,440,5,TA,Y,0,20,0,0,0,0,Not indicated,0,10,2007,New,Partial,200141,2632,0,0,2.0
1053,60,RL,100,9500,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272,3,TA,CBlock,4,No,442,0,374,816,GasA,TA,Y,SBrkr,1127,850,0,1977,0,1,1,1,4,1,3,9,Typ,1,TA,Attchd,1964,RFn,2,540,5,TA,Y,0,52,0,0,0,0,GdPrv,0,6,2007,WD,Normal,165000,2793,43,29,2.0
1054,20,RL,68,8562,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145,3,TA,CBlock,4,Av,383,0,833,1216,GasA,Ex,Y,FuseA,1526,0,0,1526,0,0,1,0,4,1,3,7,Min2,1,Gd,Basment,1957,Unf,1,364,5,TA,Y,116,78,0,0,0,0,Not indicated,0,5,2010,WD,Normal,144500,2742,53,8,1.0
1055,60,RL,90,11367,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,2,TA,PConc,2,Mn,932,0,133,1065,GasA,Ex,Y,SBrkr,1091,898,0,1989,1,0,2,1,3,1,2,7,Typ,1,Gd,Attchd,2002,Fin,2,586,5,TA,Y,199,60,0,0,0,0,Not indicated,0,11,2006,WD,Normal,255000,3054,4,4,3.5
1056,20,RL,104,11361,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160,3,TA,CBlock,2,No,644,0,549,1193,GasA,TA,Y,SBrkr,1523,0,0,1523,0,1,2,0,3,1,3,7,Typ,1,TA,Attchd,1976,Fin,2,478,5,TA,Y,0,0,0,0,189,0,MnPrv,0,5,2008,COD,Abnorml,180000,2716,32,32,2.5
1057,120,RL,43,7052,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,2,TA,PConc,2,Av,659,0,705,1364,GasA,Ex,Y,SBrkr,1364,0,0,1364,1,0,2,0,2,1,2,6,Typ,1,Gd,Attchd,2005,RFn,2,484,5,TA,Y,192,36,0,0,0,0,Not indicated,0,6,2006,WD,Normal,185850,2728,1,1,3.0
1058,60,RL,70,29959,Pave,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,2,TA,PConc,2,No,595,0,378,973,GasA,Ex,Y,SBrkr,979,871,0,1850,0,0,2,1,3,1,2,7,Typ,1,Gd,BuiltIn,1994,Fin,2,467,5,TA,Y,168,98,0,0,0,0,Not indicated,0,1,2009,WD,Normal,248000,2823,15,15,2.5
1059,60,RL,96,11308,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154,0,TA,PConc,0,Av,936,0,168,1104,GasA,Ex,Y,SBrkr,1130,1054,0,2184,1,0,2,1,3,1,0,10,Typ,1,Gd,Attchd,2008,Fin,3,836,5,TA,Y,0,102,0,0,0,0,Not indicated,0,7,2009,WD,Normal,335000,3288,1,1,3.5
1060,50,RL,70,11275,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480,3,TA,CBlock,4,Mn,297,557,0,854,GasA,TA,Y,SBrkr,1096,895,0,1991,0,0,1,1,3,1,3,7,Typ,1,Gd,Detchd,1977,Unf,2,432,5,Fa,Y,0,0,19,0,0,0,Not indicated,0,3,2007,WD,Normal,220000,2845,75,57,1.5
1061,120,RL,41,4920,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,2,TA,PConc,2,Mn,616,0,722,1338,GasA,Ex,Y,SBrkr,1338,0,0,1338,1,0,2,0,2,1,2,6,Typ,0,Gd,Attchd,2001,Fin,2,582,5,TA,Y,0,0,170,0,0,0,Not indicated,0,4,2010,WD,Normal,213500,2676,9,9,3.0
1062,30,C (all),120,18000,Grvl,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,1,TA,CBlock,4,No,0,0,894,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,3,6,Typ,0,Gd,Detchd,1994,RFn,3,1248,5,TA,Y,0,20,0,0,0,0,Not indicated,560,8,2008,ConLD,Normal,81000,1788,73,58,1.0
1063,190,RM,85,13600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,TA,BrkTil,4,No,0,0,662,662,GasA,TA,N,SBrkr,1422,915,0,2337,0,0,2,0,5,2,3,10,Min2,0,Gd,Detchd,1945,Unf,2,560,5,TA,Y,0,57,0,0,0,0,Not indicated,0,9,2007,WD,Normal,90000,2999,107,57,2.0
1064,30,RM,50,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,Gd,BrkTil,4,No,397,0,706,1103,GasA,Gd,Y,SBrkr,1103,0,0,1103,0,0,1,0,2,1,2,5,Typ,1,Gd,Detchd,1976,Unf,2,440,5,TA,Y,166,120,0,0,0,0,MnPrv,0,7,2006,WD,Normal,110500,2206,81,26,1.0
1065,20,RL,70,11000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200,3,TA,CBlock,4,Mn,740,230,184,1154,GasA,Ex,Y,SBrkr,1154,0,0,1154,0,0,1,1,3,1,3,6,Typ,1,Po,Attchd,1966,RFn,2,480,5,TA,Y,0,58,0,0,0,0,MnPrv,0,11,2009,WD,Normal,154000,2308,43,43,1.5
1066,60,RL,80,14000,Pave,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,2,TA,PConc,0,Gd,1201,0,105,1306,GasA,Ex,Y,SBrkr,1306,954,0,2260,1,0,2,1,3,1,2,7,Typ,0,Gd,Attchd,1996,RFn,2,533,5,TA,Y,296,44,0,0,0,0,Not indicated,0,4,2010,WD,Normal,328000,3566,14,13,3.5
1067,60,RL,59,7837,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,2,No,0,0,799,799,GasA,Gd,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,3,7,Typ,1,TA,Attchd,1993,RFn,2,380,5,TA,Y,0,40,0,0,0,0,Not indicated,0,5,2009,WD,Normal,178000,2370,16,15,2.5
1068,60,RL,80,9760,Pave,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360,3,TA,CBlock,4,Gd,674,106,0,780,GasA,TA,Y,SBrkr,798,813,0,1611,1,0,1,1,4,1,3,7,Typ,0,Gd,Attchd,1964,RFn,2,442,5,TA,Y,328,128,0,0,189,0,Not indicated,0,6,2008,WD,Normal,167900,2391,44,44,2.5
1069,160,RM,42,3964,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,3,TA,CBlock,2,No,837,0,105,942,GasA,Gd,Y,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,3,10,Maj1,1,Gd,Attchd,1973,Fin,2,576,5,TA,Y,728,20,0,0,0,0,GdPrv,0,6,2006,WD,Normal,151400,3463,33,33,3.5
1070,45,RL,60,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,CBlock,4,No,220,0,625,845,GasA,TA,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,2,4,Typ,0,Gd,Detchd,1985,Unf,2,576,5,TA,Y,0,0,0,0,0,0,Not indicated,0,5,2007,WD,Normal,135000,1738,58,4,1.5
1071,20,RL,72,10152,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120,3,TA,CBlock,4,No,586,0,462,1048,GasA,TA,Y,SBrkr,1048,0,0,1048,1,0,1,0,3,1,3,6,Typ,0,Gd,Attchd,1956,Unf,1,286,5,TA,Y,0,20,0,0,192,0,Not indicated,0,6,2007,WD,Normal,135000,2096,51,51,2.0
1072,60,RL,78,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,CBlock,4,No,298,0,429,727,GasA,Ex,Y,SBrkr,829,727,0,1556,0,0,1,1,4,1,3,8,Typ,0,Gd,Attchd,1968,Unf,2,441,5,TA,Y,0,0,0,0,0,0,Not indicated,0,5,2009,WD,Normal,154000,2283,41,41,1.5
1073,50,RL,50,7585,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,CBlock,1,Mn,0,0,810,810,GasA,Fa,Y,FuseA,1002,454,0,1456,1,1,1,0,4,1,3,7,Typ,1,TA,Detchd,1954,Unf,1,280,5,TA,P,0,0,0,0,0,0,Not indicated,0,8,2006,WD,Normal,91500,2266,58,56,2.5
1074,60,RL,75,7950,Pave,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140,3,TA,CBlock,4,No,535,0,155,690,GasA,TA,Y,SBrkr,698,728,0,1426,0,0,1,1,3,1,3,6,Typ,0,Gd,Attchd,1977,Fin,2,440,5,TA,Y,252,0,0,0,0,0,MnPrv,0,7,2009,WD,Normal,159500,2116,32,32,1.5
1075,20,RL,74,8556,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,2,Av,0,0,1240,1240,GasA,Ex,Y,SBrkr,1240,0,0,1240,0,0,2,0,2,1,2,5,Typ,0,Gd,Attchd,2006,RFn,3,826,5,TA,Y,140,93,0,0,0,0,Not indicated,0,5,2007,WD,Normal,194000,2480,1,1,2.0
1076,70,RL,75,13125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,TA,CBlock,4,No,410,0,390,800,GasA,TA,Y,SBrkr,960,780,0,1740,0,0,1,1,3,1,3,6,Typ,2,Gd,Attchd,1940,Unf,1,240,5,TA,Y,0,0,0,0,0,0,Not indicated,0,7,2007,CWD,Normal,219500,2540,67,23,1.5
1077,50,RL,60,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,TA,CBlock,1,No,626,0,170,796,GasA,Gd,Y,SBrkr,1096,370,0,1466,0,1,2,0,3,1,2,7,Min1,1,TA,Attchd,1950,Unf,2,566,5,TA,Y,436,21,0,0,0,0,Not indicated,500,4,2006,WD,Normal,170000,2262,70,17,2.5
1078,20,RL,70,15870,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,BrkFace,0,3,TA,CBlock,4,Mn,75,791,230,1096,GasA,Ex,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,3,6,Typ,0,Gd,Attchd,1969,Fin,1,299,5,TA,Y,240,32,0,0,0,0,Not indicated,0,3,2006,WD,Abnorml,138800,2192,37,37,2.0
1079,120,RM,37,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,2,TA,PConc,2,Mn,662,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,2,3,Typ,1,Gd,Attchd,2004,RFn,2,420,5,TA,Y,140,0,0,0,0,0,Not indicated,0,5,2006,WD,Normal,155900,1696,2,2,2.0
1080,20,RL,65,8775,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,TA,PConc,2,No,495,0,495,990,GasA,Gd,Y,SBrkr,990,0,0,990,0,0,1,0,3,1,3,5,Typ,0,Gd,Attchd,1996,Unf,1,299,5,TA,Y,0,64,0,0,0,0,Not indicated,0,4,2007,WD,Normal,126000,1980,13,13,1.0
1081,20,RL,80,11040,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144,2,Gd,CBlock,4,No,656,0,602,1258,GasA,Ex,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,2,5,Typ,0,Gd,Attchd,1971,RFn,2,528,5,TA,Y,55,0,0,216,0,0,Not indicated,0,10,2008,COD,Abnorml,145000,2516,37,4,2.5
1082,20,RL,75,7500,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,3,TA,CBlock,4,No,824,0,216,1040,GasA,Fa,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,5,Typ,0,Gd,Attchd,1963,Fin,1,308,5,TA,Y,0,0,220,0,0,0,MnPrv,0,6,2010,WD,Normal,133000,2080,47,47,2.5
1083,20,RL,70,8749,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100,2,TA,PConc,2,No,0,0,1459,1459,GasA,Ex,Y,SBrkr,1459,0,0,1459,0,0,2,0,3,1,2,6,Typ,1,Gd,Attchd,2002,RFn,2,527,5,TA,Y,192,39,0,0,0,0,Not indicated,0,9,2007,WD,Normal,192000,2918,5,5,2.0
1084,20,RL,80,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425,3,TA,CBlock,4,No,553,0,698,1251,GasA,TA,Y,SBrkr,1251,0,0,1251,1,0,1,0,3,1,3,6,Typ,2,Gd,Attchd,1964,RFn,1,461,5,TA,Y,0,116,0,0,0,0,MnPrv,700,3,2006,WD,Normal,160000,2502,42,42,2.0
1085,60,RL,70,13031,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,3,TA,PConc,2,No,592,0,99,691,GasA,Gd,Y,SBrkr,691,807,0,1498,0,0,2,1,3,1,3,6,Typ,1,TA,Attchd,1995,Fin,2,409,5,TA,Y,315,44,0,0,0,0,Not indicated,0,7,2006,WD,Normal,187500,2189,11,10,2.5
1086,85,RL,73,9069,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,3,TA,PConc,2,Av,747,0,189,936,GasA,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,2,1,2,5,Typ,0,Gd,Attchd,1992,Unf,2,564,5,TA,Y,120,0,0,0,0,0,Not indicated,0,4,2010,WD,Normal,147000,1932,18,18,2.0
1087,160,RM,70,1974,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,3,TA,CBlock,4,No,334,0,212,546,GasA,TA,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,3,6,Typ,0,Gd,Attchd,1973,RFn,1,286,5,TA,Y,120,96,0,0,0,0,Not indicated,0,5,2010,WD,Normal,83500,1638,37,37,1.5
